,Date,NDAQ,SNP,^DJI,^GDAXI,^HSI,^N225,^AXJO,DEXJPUS,DEXUSAL,DEXUSEU,USD,Platinium,Oil,GOLDAMGBD228NLBM,Target
192,07-10-2014,37.95,68.29098511,16719.39063,9086.209961,23422.51953,15783.83008,5241.299805,108.3,0.8808,1.2626,85.66999817,1517,102.93,1343.25,1
193,08-10-2014,38.81,69.55871582,16994.2207,8995.330078,23263.33008,15595.98047,5296.700195,108.41,0.8751,1.2683,85.30000305,,,,-1
194,09-10-2014,38.23,68.21175385,16659.25,9005.019531,23534.5293,15478.92969,5188.299805,108,0.8778,1.2683,85.51999664,1381,91.67,1254.25,-1
195,10-10-2014,38.08,67.56996918,16544.09961,8788.80957,23088.53906,15300.5498,,107.83,0.8719,1.2636,85.91000366,1261.6,85.82,1222.25,-1
196,13-10-2014,36.81,68.02159119,16321.07031,8812.429688,23143.38086,,5207.399902,,,,85.43000031,1261.2,85.74,1228,-1
197,14-10-2014,36.63,68.12458801,16315.19043,8825.209961,23047.9707,14936.50977,5245.600098,107.15,0.8727,1.266,85.81999969,1272.3,81.84,1233,1
198,15-10-2014,36.64,67.76805115,16141.74023,8571.950195,23140.05078,15073.51953,5254.899902,106.06,0.8794,1.2778,85.15000153,1260.9,81.78,1223.5,-1
199,16-10-2014,36.58,66.76179504,16117.24023,8582.900391,22900.93945,14738.37988,5271.700195,105.98,0.8766,1.2812,85,1251.9,82.55,1241,1
200,17-10-2014,36.98,67.63334656,16380.41016,8850.269531,23023.21094,14532.50977,,106.72,0.8761,1.2755,85.19000244,1261.5,82.474,1238,1
201,20-10-2014,37.51,67.56204224,16399.66992,8717.759766,23070.25977,15111.23047,5325,106.87,0.8786,1.2783,84.94999695,1267.5,82.23,1241,1
202,21-10-2014,37.92,67.49073792,16614.81055,8886.959961,23088.58008,14804.28027,5385.899902,106.7,0.8797,1.2724,85.30999756,1283,82.554,1251.75,-1
203,22-10-2014,37.69,67.03910065,16461.32031,8940.139648,23403.9707,15195.76953,5383.100098,107.32,0.8793,1.2658,85.73999786,1271.1,80.52,1246.75,1
204,23-10-2014,38.03,67.90273285,16677.90039,9047.30957,23333.17969,15138.95996,5412.200195,108.16,0.8773,1.2658,85.83999634,1255,82.09,1240.5,-1
205,24-10-2014,37.64,67.98989868,16805.41016,8987.799805,23302.19922,15291.63965,,108.06,0.8812,1.2675,85.73000336,1250.9,81.01,1231.75,1
206,27-10-2014,37.74,67.32435608,16817.93945,8902.610352,23143.23047,15388.71973,5452.600098,107.71,0.8799,1.2712,85.5,1254.5,81,1230.5,1
207,28-10-2014,38.5,69.0040741,17005.75,9068.19043,23520.35938,15329.91016,5447.700195,108,0.8848,1.2747,85.41000366,1266.3,81.42,1228.25,1
208,29-10-2014,39.07,68.758461,16974.31055,9082.80957,23819.86914,15553.91016,5476.200195,108.1,0.8904,1.2762,85.94999695,1269.2,82.2,1228,1
209,30-10-2014,39.38,68.18798828,17195.41992,9114.839844,23702.03906,15658.2002,5526.600098,108.94,0.8825,1.2622,86.15000153,1245.9,81.12,1205.75,1
210,31-10-2014,39.83,68.91693115,17390.51953,9326.870117,23998.06055,16413.75977,,112.09,0.8791,1.253,86.87999725,1235.2,80.54,1173.25,1
211,03-11-2014,40.08,67.6967392,17366.24023,9251.700195,23915.9707,,5519.899902,113.92,0.8701,1.2487,87.30999756,1464.6,100.03,1348,1
212,04-11-2014,40.23,68.2830658,17383.83984,9166.469727,23845.66016,16862.4707,5517.899902,113.44,0.8729,1.2554,86.98000336,1462.6,103.74,1317.25,1
213,05-11-2014,40.27,67.38773346,17484.5293,9315.480469,23695.61914,16937.32031,5506.100098,114.62,0.8592,1.2488,87.44000244,,,,1
214,06-11-2014,40.42,66.57162476,17554.4707,9377.410156,23649.31055,16792.48047,5549.100098,114.87,0.858,1.2414,88.01000214,1481.1,104.4,1262.5,-1
215,07-11-2014,40.4,66.2467804,17573.92969,9291.830078,23550.24023,16880.38086,,114.73,0.862,1.2422,87.63999939,1513.8,100.83,1336.5,1
216,10-11-2014,40.54,65.95360565,17613.74023,9351.870117,23744.69922,16780.5293,5517.100098,114.78,0.8625,1.2425,87.80999756,,,,1
217,11-11-2014,40.76,65.60499573,17614.90039,9369.030273,23808.2793,17124.10938,5463.100098,,,,87.52999878,1206.7,77.94,1151.25,-1
218,12-11-2014,40.54,65.54159546,17612.19922,9210.959961,23938.17969,17197.05078,5442.700195,115.42,0.8735,1.2456,87.81999969,1242.2,59.95,1219.5,-1
219,13-11-2014,40.32,65.59706879,17652.78906,9248.509766,24019.93945,17392.78906,5454.299805,115.63,0.873,1.2476,87.66999817,1199,74.21,1161,-1
220,14-11-2014,40.31,65.62875366,17634.74023,9252.94043,24087.38086,17490.83008,,116.52,0.8737,1.2494,87.52999878,1213.1,75.82,1154,-1
221,17-11-2014,40.26,63.70338821,17647.75,9306.349609,23797.08008,16973.80078,5399.700195,116.44,0.8718,1.2447,87.93000031,1201.3,75.644,1187,1
222,18-11-2014,40.5,63.68754578,17687.82031,9456.530273,23529.16992,17344.06055,5368.799805,116.76,0.8726,1.2534,87.58000183,1204.6,74.622,1202,-1
223,19-11-2014,40.49,63.50531387,17685.73047,9472.799805,23373.31055,17288.75,5316.200195,117.7,0.8623,1.2548,87.65000153,1199.3,74.532,1200.75,1
224,20-11-2014,40.66,63.92524338,17719,9483.969727,23349.64063,17300.85938,5304.299805,118.14,0.861,1.2526,87.58999634,1205.6,75.796,1194,-1
225,21-11-2014,40.6,66.65877533,17810.06055,9732.549805,23437.11914,17357.50977,,117.74,0.8674,1.2394,88.30999756,1227.3,76.51,1193.25,1
226,24-11-2014,41.1,65.93777466,17817.90039,9785.540039,23893.14063,,5334.799805,118.39,0.8615,1.2427,88.15000153,1207.5,75.78,1196,-1
227,25-11-2014,41.05,64.55911255,17814.93945,9861.209961,23843.91016,17407.61914,5396.200195,117.99,0.852,1.2472,87.91999817,1224.5,74.09,1202.25,1
228,26-11-2014,41.28,66.08039093,17827.75,9915.55957,24111.98047,17383.58008,5332.399902,117.6,0.8534,1.2503,87.61000061,1228.4,73.69,1195.75,1
229,28-11-2014,41.35,64.05993652,17828.24023,9980.849609,23987.44922,17459.84961,,118.7,0.8524,1.2438,88.36000061,1211.3,66.15,1184.5,-1
230,01-12-2014,40.76,63.17253876,17776.80078,9963.509766,23367.44922,17590.09961,5281.299805,118.14,0.8521,1.249,87.94999695,,,,1
231,02-12-2014,41.5,63.02991104,17879.55078,9934.080078,23654.30078,17663.2207,5321.799805,119.1,0.8457,1.239,88.65000153,1407.3,100.37,1286.5,1
232,03-12-2014,41.93,62.45150757,17912.61914,9971.790039,23428.61914,17720.42969,5368.799805,119.82,0.8417,1.2304,88.95999908,1476.3,97.99,1355.75,1
233,04-12-2014,42.3,67.16587067,17900.09961,9851.349609,23832.56055,17887.21094,5335.299805,119.67,0.8405,1.2432,88.69999695,,,,-1
234,05-12-2014,42.06,67.82350922,17958.78906,10087.12012,24002.64063,17920.44922,,121.38,0.833,1.2304,89.33000183,1441.9,100.59,1292.75,1
235,08-12-2014,42.59,64.59079742,17852.48047,10014.99023,24047.66992,17935.64063,5282.700195,120.89,0.8296,1.2292,89.04000092,1472.2,97.37,1311,1
236,09-12-2014,42.73,63.10913467,17801.19922,9793.709961,23485.83008,17813.38086,5259,118.87,0.8341,1.2415,88.69000244,1370.5,92.27,1237.25,-1
237,10-12-2014,42.3,61.69879913,17533.15039,9799.730469,23524.51953,17412.58008,5231,118.5,0.8305,1.2425,88.26999664,,,,1
238,11-12-2014,43.39,61.59579086,17596.33984,9862.530273,23312.53906,17257.40039,5219.600098,119.4,0.8265,1.2397,88.66000366,1205.3,77.18,1163.25,-1
239,12-12-2014,42.59,60.31222153,17280.83008,9594.730469,23249.19922,17371.58008,,118.22,0.8268,1.2484,88.36000061,1231.5,57.81,1223.5,1
240,15-12-2014,42.92,60.47068787,17180.83984,9334.009766,23027.84961,17099.40039,5152.299805,117.75,0.8232,1.247,88.45999908,1214.9,55.91,1210.75,-1
241,16-12-2014,42.25,60.58953476,17068.86914,9563.889648,22670.5,16755.32031,5161.899902,117.28,0.822,1.2504,88.12999725,1196.5,55.996,1199.25,1
242,17-12-2014,42.98,62.51488876,17356.86914,9544.429688,22585.83984,16819.73047,5210.799805,117.64,0.8173,1.2406,89.12999725,1199.5,56.598,1199,1
243,18-12-2014,44.21,62.60997009,17778.15039,9811.05957,22832.21094,17210.05078,5338.600098,118.84,0.8168,1.2291,89.23999786,1197.1,54.26,1210.75,1
244,19-12-2014,44.98,64.33724976,17804.80078,9786.959961,23116.63086,17621.40039,,119.56,0.8128,1.2235,89.59999847,1197,57.008,1197.5,1
245,22-12-2014,45.53,64.17878723,17959.43945,9865.759766,23408.57031,17635.14063,5380.899902,119.84,0.8141,1.2252,89.76999664,1182.1,55.26,1195.25,-1
246,23-12-2014,45.39,64.44818878,18024.16992,9922.110352,23333.68945,,5394.5,120.68,0.8097,1.218,90.05999756,1191.7,57.12,1179.5,-1
247,24-12-2014,45.02,63.97278976,18030.21094,,23349.33984,17854.23047,,120.45,0.8109,1.2188,89.97000122,1191.1,55.84,1177,-1
248,26-12-2014,44.98,64.89189148,18053.71094,,,17818.96094,,,,,90.02999878,1218.78,54.73,,1
249,29-12-2014,45.12,64.31348419,18038.23047,9927.129883,23773.17969,17729.83984,5416.600098,120.57,0.8146,1.2179,90.19000244,1202.1,53.61,1194,-1
250,30-12-2014,44.92,63.33891296,17983.07031,9805.549805,23501.09961,17450.76953,5411,119.34,0.8199,1.2174,89.98999786,1218.82,54.12,1186.5,-1
251,31-12-2014,44.3,64.18671417,17823.07031,,23605.03906,,,119.85,0.8173,1.2101,90.26999664,1209.38,53.27,1199.25,-1
252,02-01-2015,44.21,63.55284882,17832.99023,9764.730469,23721.30078,,,120.2,0.8118,1.2015,91.08000183,,,,-1
253,05-01-2015,43.98,63.61623764,17501.65039,9473.160156,23721.32031,17408.71094,5364.799805,119.64,0.8095,1.1918,91.37999725,1129.7,59.15,1179,-1
254,06-01-2015,43.95,62.62581253,17371.64063,9469.660156,23485.41016,16883.18945,5353.600098,118.26,0.8118,1.1936,91.5,1104.2,60.2,1187.3,1
255,07-01-2015,44.58,64.05200958,17584.51953,9518.179688,23681.25977,16885.33008,5381.5,119.52,0.8049,1.182,91.88999939,1087.8,56.96,1171.7,1
256,08-01-2015,45.27,64.59079742,17907.86914,9837.610352,23835.5293,17167.09961,5465.600098,119.51,0.8126,1.1811,92.37000275,,,,-1
257,09-01-2015,44.8,63.40230942,17737.36914,9648.5,23919.94922,17197.73047,,118.66,0.8191,1.183,91.94000244,1008.4,45.41,1141.9,-1
258,12-01-2015,43.74,63.01405716,17640.83984,9781.900391,24026.46094,,5404.700195,118.32,0.8165,1.1832,91.98000336,835.4,41.85,1069.25,-1
259,13-01-2015,43.15,64.0995636,17613.67969,9941,24215.9707,17087.71094,5353.600098,118.16,0.8164,1.1779,92.30999756,1247.8,45.89,1239,-1
260,14-01-2015,42.18,63.66376877,17427.08984,9817.080078,24112.59961,16795.96094,5331.399902,116.78,0.8163,1.1806,92.16000366,1239,48.576,1228.75,1
261,15-01-2015,42.27,63.39438629,17320.71094,10032.61035,24350.91016,17108.69922,5299.200195,116.95,0.8212,1.1598,92.34999847,1262.8,46.442,1235.25,1
262,16-01-2015,42.76,64.03617096,17511.57031,10167.76953,24103.51953,16864.16016,,117.45,0.8194,1.1517,92.51999664,1269.4,48.954,1258.25,-1
263,20-01-2015,42.44,62.76844406,17515.23047,10257.12988,23951.16016,17366.30078,5393.399902,118.48,0.8177,1.1559,93.05000305,1286.6,46.454,1292.25,-1
264,21-01-2015,42.21,63.90148163,17554.2793,10299.23047,24352.58008,17280.48047,5419.899902,117.86,0.8101,1.1584,92.90000153,1276.4,47.78,1298,1
265,22-01-2015,42.99,64.76511383,17813.98047,10435.62012,24522.63086,17329.01953,5501.799805,117.92,0.8099,1.1414,94.23999786,1284.8,46.31,1287,1
266,23-01-2015,43.01,64.89981079,17672.59961,10649.58008,24850.44922,17511.75,,117.8,0.7935,1.1279,95,1268.7,45.59,1293.5,1
267,26-01-2015,43.02,64.5194931,17678.69922,10798.33008,24909.90039,17468.51953,5547.200195,118.38,0.7934,1.129,94.80000305,1255,45.15,1282.75,-1
268,27-01-2015,42.56,63.53700638,17387.21094,10628.58008,24807.2793,17768.30078,5552.799805,117.62,0.7939,1.137,94.01999664,1264.3,46.23,1279,-1
269,28-01-2015,41.6,62.72882462,17191.36914,10710.96973,24861.81055,17795.73047,5569.5,117.74,0.7973,1.1342,94.47000122,1258.5,44.45,1287,1
270,29-01-2015,41.72,63.17253876,17416.84961,10737.87012,24595.84961,17606.2207,5588.299805,118.31,0.7758,1.1308,94.77999878,1217.3,44.53,1275.5,1
271,30-01-2015,42.12,62.76051712,17164.94922,10694.32031,24507.05078,17674.39063,,117.44,0.7762,1.129,94.80000305,1238.2,48.24,1263.5,1
272,02-02-2015,43.24,62.9902916,17361.03906,10828.00977,24484.74023,17558.03906,5707.399902,117.33,0.7818,1.1337,94.5,1228.6,49.57,1274.25,1
273,03-02-2015,43.46,64.63040924,17666.40039,10890.9502,24554.7793,17335.84961,5777.299805,117.48,0.7737,1.1462,93.59999847,1189.9,49.59,1216.75,1
274,04-02-2015,43.97,64.86018372,17673.01953,10911.32031,24679.75977,17678.74023,5811,117.58,0.7761,1.1418,94.40000153,1154.5,49.14,1201.5,1
275,05-02-2015,44.62,64.19463348,17884.88086,10905.41016,24765.49023,17504.61914,5820.200195,117.4,0.7803,1.1432,93.56999969,,,,1
276,06-02-2015,45.48,62.62581253,17824.28906,10846.38965,24679.39063,17648.5,,119.16,0.7807,1.133,94.69999695,1112.8,61.26,1188.75,-1
277,09-02-2015,44.79,62.87937164,17729.21094,10663.50977,24521,17711.92969,5800.600098,118.7,0.7813,1.1316,94.44999695,1013.6,46.25,1140,1
278,10-02-2015,44.85,62.74467468,17868.75977,10753.83008,24528.09961,17652.67969,5769.100098,119.32,0.7781,1.1316,94.76000214,909.5,45.54,1106.3,1
279,11-02-2015,45.43,62.12665176,17862.14063,10752.11035,24315.01953,,5743.600098,120.38,0.7713,1.13,94.98999786,978.4,46.14,1135.8,1
280,12-02-2015,45.95,63.22800064,17972.38086,10919.65039,24422.15039,17979.7207,5877.5,118.72,0.7763,1.141,94.08999634,832.4,39.94,1066.9,-1
281,13-02-2015,45.71,63.48945236,18019.34961,10963.40039,24682.53906,17913.35938,,118.7,0.7772,1.1408,94.19999695,1207.5,52.78,1225.75,1
282,17-02-2015,46.11,65.85853577,18047.58008,10895.62012,24784.88086,17987.08984,5915.700195,118.99,0.7816,1.1395,94.05999756,1177,53.682,1221.75,-1
283,18-02-2015,46.1,66.39731598,18029.84961,10961,24832.08008,18199.16992,5904.200195,119.19,0.7778,1.1342,94.19999695,1167.2,52.412,1206.5,1
284,19-02-2015,46.46,65.57330322,17985.76953,11001.94043,,18264.78906,5881.5,118.84,0.781,1.1392,94.40000153,1172.3,51.562,1217.75,1
285,20-02-2015,47.05,66.06453705,18140.43945,11050.63965,,18332.30078,,118.68,0.7833,1.1372,94.31999969,1169.5,50.716,1203.5,-1
286,23-02-2015,46.92,65.15335846,18116.83984,11130.91992,24836.75977,18466.91992,5927,118.88,0.7807,1.1346,94.56999969,1162.9,49.45,1193.5,-1
287,24-02-2015,46.79,65.83475494,18209.18945,11205.74023,24750.07031,18603.48047,5944.899902,119.13,0.7808,1.1307,94.48999786,1162.6,49.28,1195.5,1
288,25-02-2015,46.92,65.75552368,18224.57031,11210.26953,24778.2793,18585.19922,5908.5,118.88,0.7898,1.1363,94.20999908,1168.8,50.99,1206.5,-1
289,26-02-2015,46.78,65.97737885,18214.41992,11327.19043,24902.06055,18785.78906,5928.799805,119.36,0.7816,1.1212,95.29000092,1173.6,48.17,1220,-1
290,27-02-2015,46.33,66.30223846,18132.69922,11401.66016,24823.28906,18797.93945,,119.72,0.781,1.1197,95.25,1185.6,49.76,1205,1
291,02-03-2015,47.04,65.85853577,18288.63086,11410.36035,24887.43945,18826.88086,5933.899902,120.06,0.778,1.119,95.45999908,1235.2,53.05,1281,-1
292,03-03-2015,46.74,65.56537628,18203.36914,11280.36035,24702.7793,18815.16016,5901.600098,119.47,0.784,1.1212,95.37999725,1189.6,50.52,1207.75,1
293,04-03-2015,47.13,64.45610046,18096.90039,11390.37988,24465.38086,18703.59961,5904.200195,119.76,0.7821,1.107,95.97000122,,,,-1
294,05-03-2015,46.91,63.59246826,18135.7207,11504.00977,24193.03906,18751.83984,5898.899902,120.22,0.7763,1.1006,96.33999634,,,,-1
295,06-03-2015,46.36,62.54659653,17856.7793,11550.96973,24164,18971,,120.93,0.7712,1.0855,97.62000275,1104.1,59.64,1186.6,1
296,09-03-2015,46.83,62.90314102,17995.7207,11582.11035,24123.05078,18790.55078,5824.200195,121.17,0.7716,1.0846,97.58999634,1010.1,46.75,1130.05,-1
297,10-03-2015,45.85,61.88102722,17662.93945,11500.37988,23896.98047,18665.10938,5793.200195,121.2,0.7637,1.0707,98.59999847,,,,-1
298,11-03-2015,45.71,61.96025848,17635.39063,11805.99023,23717.9707,18723.51953,5850.200195,121.5,0.7582,1.0576,99.80000305,962.2,47.9,1130.9,1
299,12-03-2015,46.32,62.14250946,17895.2207,11799.38965,23797.96094,18991.10938,5814.5,121.28,0.7705,1.0615,99.15000153,847.5,41.08,1050.6,1
300,13-03-2015,46.56,62.33266449,17749.31055,11901.61035,23823.21094,19254.25,,121.17,0.7631,1.0524,100.3300018,1115.2,44.84,1156.5,1
301,16-03-2015,47.08,62.11079407,17977.41992,12167.71973,23949.55078,19246.06055,5842.100098,121.3,0.7656,1.0575,99.59999847,1107.9,43.88,1157,1
302,17-03-2015,47.2,62.31682205,17849.08008,11980.84961,23901.49023,19437,5842.299805,121.28,0.7615,1.0605,99.58999634,1093.7,43.806,1154.75,-1
303,18-03-2015,45.88,63.3230629,18076.18945,11922.76953,24120.08008,19544.48047,5950.799805,120.92,0.7653,1.0643,98.55000305,1092.6,45.456,1149,1
304,19-03-2015,46.71,62.52282333,17959.0293,11899.40039,24468.89063,19476.56055,5975.5,120.9,0.7618,1.0621,99.09999847,1119.6,44.902,1164,1
305,20-03-2015,46.73,63.59246826,18127.65039,12039.37012,24375.24023,19560.2207,,120.28,0.7759,1.0792,97.91000366,1141.2,46.4,1171.75,-1
306,23-03-2015,46.63,60.9540062,18116.03906,11895.83984,24494.50977,19754.35938,5969.100098,119.74,0.7848,1.0928,97.02999878,1144.5,47.45,1181.4,-1
307,24-03-2015,46.48,61.27093887,18011.14063,12005.69043,24399.59961,19713.44922,5973.299805,119.9,0.7869,1.0908,97.19000244,1141.5,47.51,1193.25,-1
308,25-03-2015,45.55,61.02531815,17718.53906,11865.32031,24528.23047,19746.19922,5879.100098,119.37,0.7856,1.0986,96.98000336,1146.5,49.21,1192.55,1
309,26-03-2015,45.91,61.1679306,17678.23047,11843.67969,24497.08008,19471.11914,5919.899902,119.01,0.7836,1.0919,97.44000244,1154.12,51.43,1209.4,1
310,27-03-2015,46.05,61.3343277,17712.66016,11868.33008,24486.19922,19285.63086,,119.15,0.7754,1.0891,97.29000092,1142.36,48.87,1198,1
311,30-03-2015,46.97,63.14876175,17976.31055,12086.00977,24855.11914,19411.40039,5891.5,120.11,0.7645,1.0818,97.95999908,1117.2,48.68,1187.4,1
312,31-03-2015,47.2,63.14083481,17776.11914,11966.16992,24900.89063,19206.99023,5860.799805,119.96,0.7625,1.0741,98.36000061,1143.24,47.6,1179.25,-1
313,01-04-2015,46.75,63.5687027,17698.17969,12001.37988,25082.75,19034.83984,5898.600098,119.62,0.7615,1.0768,98.23999786,,,,-1
314,02-04-2015,46.43,63.54491043,17763.24023,11967.38965,25275.64063,19312.78906,,119.74,0.7566,1.0874,97.44000244,1238.9,48.45,1269.25,1
315,06-04-2015,46.86,64.40856934,17880.84961,,,19397.98047,,119.05,0.7657,1.1008,97.11000061,1099.2,58,1182.45,-1
316,07-04-2015,46.33,64.67795563,17875.41992,12123.51953,,19640.53906,5926,120.36,0.7646,1.085,97.83000183,,,,-1
317,08-04-2015,46.25,67.03910065,17902.50977,12035.86035,26236.85938,19789.81055,5960.700195,119.96,0.7715,1.0818,98.06999969,958.5,45.74,1092.6,1
318,09-04-2015,46.46,69.17047119,17958.73047,12166.44043,26944.39063,19937.7207,5932.200195,120.32,0.7706,1.0671,99.16000366,992.4,46.05,1125,1
319,10-04-2015,46.86,68.90900421,18057.65039,12374.73047,27272.39063,19907.63086,5968.399902,120.29,0.7674,1.0598,99.38999939,,,,-1
320,13-04-2015,46.62,68.70300293,17977.03906,12338.73047,28016.33984,19905.46094,5960.299805,120.32,0.7579,1.0582,99.48999786,1153.9,51.91,1197.85,-1
321,14-04-2015,46.06,68.29098511,18036.69922,12227.59961,27561.49023,19908.67969,5946.600098,119.26,0.7638,1.0672,98.76000214,1153.7,53.29,1191.45,-1
322,15-04-2015,45.87,69.74887848,18112.60938,12231.33984,27618.82031,19869.75977,5908.399902,119.23,0.761,1.0596,98.33000183,1156.6,56.39,1189.85,1
323,16-04-2015,46.14,71.76140594,18105.76953,11998.86035,27739.71094,19885.76953,5947.5,119.18,0.7796,1.0742,97.41999817,1159.2,56.99,1204.6,-1
324,17-04-2015,45.1,70.17673492,17826.30078,11688.7002,27653.11914,19652.88086,5877.899902,119.02,0.7776,1.078,97.43000031,1167.5,56.372,1204.55,-1
325,20-04-2015,44.79,70.19257355,18034.92969,11891.91016,27094.92969,19634.49023,5833.100098,119.27,0.7727,1.0763,97.94000244,1148.8,57.28,1203.25,1
326,21-04-2015,45.14,71.30977631,17949.58984,11939.58008,27850.49023,19909.08984,5872.299805,119.45,0.7741,1.0758,97.98000336,1152.5,56.34,1197.7,1
327,22-04-2015,45.25,71.86438751,18038.26953,11867.37012,27933.84961,20133.90039,5837.5,119.9,0.7771,1.0729,98.01999664,1129.7,56.16,1202.4,1
328,23-04-2015,46.1,72.21302032,18058.68945,11723.58008,27827.69922,20187.65039,5844.799805,119.69,0.7782,1.0803,97.27999878,1136.7,57.74,1187.75,-1
329,24-04-2015,45,72.68050385,18080.14063,11810.84961,28060.98047,20020.03906,5933.299805,118.98,0.7825,1.0876,96.91999817,1121.4,57.15,1192.15,-1
330,27-04-2015,44.71,75.25557709,18037.9707,12039.16016,28433.58984,19983.32031,5982.700195,119.12,0.7859,1.0892,96.76999664,1153.4,56.99,1182.75,1
331,28-04-2015,45.7,74.58209229,18110.14063,11811.66016,28442.75,20058.94922,5948.5,118.8,0.8017,1.0979,96.08999634,1158.6,57.06,1201.4,-1
332,29-04-2015,45.36,76.38861847,18035.5293,11432.71973,28400.33984,,5838.600098,118.83,0.8065,1.1174,95.12000275,1161.5,58.58,1204.8,-1
333,30-04-2015,45.06,74.85149384,17840.51953,11454.37988,28133,19520.00977,5790,119.86,0.7867,1.1162,94.59999847,1140.4,59.63,1204.3,1
334,01-05-2015,45.45,75.17633057,18024.06055,,,19531.63086,5814.399902,120.21,0.7813,1.1194,95.30000305,1210.9,50.04,1192,1
335,04-05-2015,45.97,75.84190369,18070.40039,11619.84961,28123.82031,,5827.5,120.25,0.7839,1.1145,95.48000336,,,,-1
336,05-05-2015,45.8,74.59001923,17928.19922,11327.67969,27755.53906,,5826.5,119.87,0.7941,1.1174,95.12999725,1148.8,60.4,1187.4,-1
337,06-05-2015,45.37,72.66465759,17841.98047,11350.15039,27640.91016,,5692.200195,119.42,0.8005,1.1345,94.12999725,1092,59.13,1175.9,1
338,07-05-2015,46.22,71.9673996,17924.06055,11407.96973,27289.9707,19291.99023,5645.700195,119.74,0.7914,1.1283,94.62000275,,,,1
339,08-05-2015,46.83,72.91027832,18191.10938,11709.73047,27577.33984,19379.18945,5634.600098,119.78,0.7914,1.1241,94.77999878,950.9,45.15,1086.5,1
340,11-05-2015,47.08,71.68217468,18105.16992,11673.34961,27718.19922,19620.91016,5625.200195,120.05,0.7899,1.1142,95.01000214,953.1,45.2,1107.3,-1
341,12-05-2015,46.79,71.15129852,18068.23047,11472.41016,27407.17969,19624.83984,5674.700195,119.8,0.7989,1.124,94.52999878,,,,1
342,13-05-2015,47.02,70.52536011,18060.49023,11351.45996,27249.2793,19764.7207,5715.100098,119.09,0.8118,1.1372,93.62000275,1150.8,60.5,1193,1
343,14-05-2015,47.67,70.86606598,18252.24023,11559.82031,27286.55078,19570.24023,5696.600098,119.2,0.8082,1.1368,93.36000061,1162.4,60.072,1214.75,-1
344,15-05-2015,47.43,71.75346375,18272.56055,11447.03027,27822.2793,19732.91992,5735.5,119.36,0.8053,1.1428,93.13999939,1169.1,60.03,1216.3,1
345,18-05-2015,47.97,70.27973938,18298.88086,11594.28027,27591.25,19890.26953,5659.200195,119.82,0.8001,1.1354,94.19000244,1178.5,59.916,1228.15,1
346,19-05-2015,48.43,70.43820953,18312.39063,11853.33008,27693.53906,20026.38086,5615.5,120.58,0.7918,1.1151,95.26999664,1150.9,57.844,1219.65,-1
347,20-05-2015,48.02,70.11334991,18285.40039,11848.46973,27585.05078,20196.56055,5610.299805,121.28,0.7877,1.1079,95.44999695,1156.9,58.98,1206.75,1
348,21-05-2015,48.43,69.72511292,18285.74023,11864.58984,27523.7207,20202.86914,5662.299805,121.06,0.7888,1.1126,95.26000214,1152.3,60.72,1209.6,1
349,22-05-2015,48.75,72.12586212,18232.01953,11815.00977,27992.83008,20264.41016,5664.700195,121.45,0.7828,1.1033,96.01000214,1148.6,59.72,1211,-1
350,26-05-2015,48.11,72.59333801,18041.53906,11625.12988,28249.85938,20437.48047,5773.399902,123.08,0.7738,1.0876,97.30000305,1124.1,58.03,1194,1
351,27-05-2015,48.23,72.37148285,18162.99023,11771.12988,28081.21094,20472.58008,5725.299805,123.76,0.7712,1.0888,97.37000275,1119,57.51,1187.85,1
352,28-05-2015,48.49,70.23220062,18126.11914,11677.57031,27454.31055,20551.46094,5713.100098,124.18,0.7631,1.0914,96.97000122,1116.3,57.68,1189.45,-1
353,29-05-2015,47.95,69.46363068,18010.67969,11413.82031,27424.18945,20563.15039,5777.200195,123.98,0.7659,1.0994,96.91000366,1111.5,60.3,1190.4,-1
354,01-06-2015,47.71,69.09124756,18040.36914,11436.0498,27597.16016,20569.86914,5735.399902,124.64,0.7613,1.0913,97.38999939,1221.4,47.93,1211,1
355,02-06-2015,47.81,69.34477997,18011.93945,11328.7998,27466.7207,20543.18945,5636,124.19,0.7748,1.113,95.83999634,1221.6,51.69,1264,1
356,03-06-2015,48.13,69.31309509,18076.26953,11419.62012,27657.4707,20473.50977,5583.600098,124.06,0.7803,1.1285,95.47000122,1158.8,49.61,1196.5,-1
357,04-06-2015,47.56,68.38606262,17905.58008,11340.59961,27551.89063,20488.18945,5504.299805,124.56,0.7673,1.1271,95.45999908,1180.4,52.14,,-1
358,05-06-2015,46.82,67.03117371,17849.46094,11197.15039,27260.16016,20460.90039,5498.5,125.58,0.7622,1.1108,96.30999756,1142.8,60.93,1191.25,-1
359,08-06-2015,46.35,67.83937073,17766.55078,11064.91992,27316.2793,20457.18945,,125.08,0.765,1.1232,95.30000305,956,44.66,1085,1
360,09-06-2015,46.46,67.4099884,17764.03906,11001.29004,26989.51953,20096.30078,5471.299805,124.16,0.7685,1.1284,95.16999817,,,,1
361,10-06-2015,47.27,66.78681183,18000.40039,11265.38965,26687.64063,20046.35938,5478.600098,122.72,0.7749,1.1307,94.65000153,934.7,48.53,1136.9,1
362,11-06-2015,47.57,67.26431274,18039.36914,11332.78027,26907.84961,20382.9707,5556.700195,123.62,0.7726,1.1236,94.98000336,940,44.29,1107.7,-1
