"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 18, 2018","14.390","14.400","14.400","14.375","-","-1.45%"
"Nov 16, 2018","14.602","14.480","14.610","14.455","0.46K","0.85%"
"Nov 15, 2018","14.479","14.390","14.535","14.295","1.03K","1.27%"
"Nov 14, 2018","14.298","14.195","14.350","14.100","1.55K","0.74%"
"Nov 13, 2018","14.193","14.230","14.295","14.160","1.53K","-0.25%"
"Nov 12, 2018","14.229","14.380","14.400","14.175","2.32K","0.49%"
"Nov 11, 2018","14.160","14.130","14.160","14.130","-","-1.35%"
"Nov 09, 2018","14.354","14.590","14.600","14.300","2.96K","-1.94%"
"Nov 08, 2018","14.638","14.760","14.760","14.595","2.61K","-0.97%"
"Nov 07, 2018","14.782","14.790","14.930","14.750","2.43K","0.49%"
"Nov 06, 2018","14.710","14.850","14.895","14.705","0.63K","-1.00%"
"Nov 05, 2018","14.858","14.960","14.960","14.835","0.63K","0.63%"
"Nov 04, 2018","14.765","14.745","14.770","14.745","-","-1.33%"
"Nov 02, 2018","14.964","14.870","15.095","14.870","0.94K","-0.11%"
"Nov 01, 2018","14.981","14.475","14.990","14.475","0.59K","3.43%"
"Oct 31, 2018","14.484","14.485","14.530","14.450","0.66K","-1.22%"
"Oct 30, 2018","14.663","14.730","14.730","14.580","0.26K","0.13%"
"Oct 29, 2018","14.644","14.895","14.970","14.620","0.33K","-0.45%"
"Oct 28, 2018","14.710","14.720","14.740","14.710","-","-1.28%"
"Oct 26, 2018","14.901","14.860","14.970","14.830","0.21K","0.47%"
"Oct 25, 2018","14.831","14.955","14.970","14.825","0.42K","-0.30%"
"Oct 24, 2018","14.876","14.970","14.970","14.885","0.30K","-0.80%"
"Oct 23, 2018","14.996","14.870","15.030","14.870","0.40K","1.44%"
"Oct 22, 2018","14.783","14.885","14.885","14.775","0.09K","0.80%"
"Oct 21, 2018","14.665","14.680","14.680","14.655","-","-1.21%"
"Oct 19, 2018","14.845","14.805","14.930","14.805","0.35K","0.30%"
"Oct 18, 2018","14.800","14.805","14.845","14.720","0.50K","-0.42%"
"Oct 17, 2018","14.862","14.890","14.935","14.835","0.23K","-0.25%"
"Oct 16, 2018","14.899","14.915","15.045","14.895","0.51K","-0.19%"
"Oct 15, 2018","14.928","14.860","14.985","14.845","0.39K","1.83%"
"Oct 14, 2018","14.660","14.620","14.675","14.620","-","-1.18%"
"Oct 12, 2018","14.835","14.815","14.915","14.795","0.17K","0.17%"
"Oct 11, 2018","14.810","14.490","14.820","14.490","0.63K","1.94%"
"Oct 10, 2018","14.528","14.610","14.610","14.485","0.21K","-0.50%"
"Oct 09, 2018","14.601","14.540","14.635","14.490","0.21K","0.50%"
"Oct 08, 2018","14.529","14.830","14.830","14.495","0.27K","-1.03%"
"Oct 07, 2018","14.680","14.665","14.695","14.665","-","-1.16%"
"Oct 05, 2018","14.852","14.815","14.940","14.805","1.17K","0.46%"
"Oct 04, 2018","14.784","14.860","14.960","14.770","1.25K","-0.51%"
"Oct 03, 2018","14.860","14.940","14.950","14.845","0.46K","-0.14%"
"Oct 02, 2018","14.881","14.785","15.080","14.785","0.35K","1.27%"
"Oct 01, 2018","14.694","14.815","14.815","14.585","0.69K","0.06%"
"Sep 30, 2018","14.685","14.690","14.720","14.685","-","-1.43%"
"Sep 28, 2018","14.898","14.500","14.910","14.475","0.38K","2.94%"
"Sep 27, 2018","14.472","14.660","14.660","14.395","0.20K","-0.77%"
"Sep 26, 2018","14.585","14.660","14.660","14.565","0.13K","-0.63%"
"Sep 25, 2018","14.677","14.535","14.710","14.535","0.51K","1.09%"
"Sep 24, 2018","14.519","14.540","14.540","14.535","0.11K","1.53%"
"Sep 23, 2018","14.300","14.325","14.330","14.295","-","-1.64%"
"Sep 21, 2018","14.538","14.590","14.610","14.450","0.33K","0.37%"
"Sep 20, 2018","14.484","14.510","14.545","14.475","0.23K","0.17%"
"Sep 19, 2018","14.459","14.370","14.495","14.365","0.11K","0.61%"
"Sep 18, 2018","14.371","14.440","14.440","14.340","0.48K","-0.28%"
"Sep 17, 2018","14.411","14.370","14.420","14.370","0.25K","2.35%"
"Sep 16, 2018","14.080","14.095","14.100","14.070","-","-1.72%"
"Sep 14, 2018","14.327","14.490","14.490","14.325","0.49K","-0.72%"
"Sep 13, 2018","14.431","14.525","14.525","14.435","0.44K","-0.32%"
"Sep 12, 2018","14.478","14.310","14.470","14.310","1.36K","1.00%"
"Sep 11, 2018","14.335","14.410","14.410","14.155","0.38K","-0.17%"
"Sep 10, 2018","14.360","14.400","14.400","14.360","0.81K","1.16%"
"Sep 09, 2018","14.195","14.170","14.205","14.170","-","-1.05%"
