Date, Platinium
30-11-2018,799.8
03-12-2018,810.7
04-12-2018,804.2
05-12-2018,802
06-12-2018,789.6
07-12-2018,790.4
10-12-2018,782.1
11-12-2018,785.5
12-12-2018,807.1
13-12-2018,797.5
14-12-2018,785.3
17-12-2018,795.9
18-12-2018,794.8
19-12-2018,796
20-12-2018,795.8
21-12-2018,795.8
24-12-2018,789.4
26-12-2018,801.06
27-12-2018,798.22
28-12-2018,793.68
31-12-2018,799.66
